Year,Quarter,Month,Day,Region,Sum of Sales
2012,Qtr 3,July,7,Asia,6908.85
2012,Qtr 3,July,7,Europe,3265.823
2012,Qtr 3,July,7,North America,83883.643
2012,Qtr 3,July,8,Asia,495
2012,Qtr 3,July,8,Europe,15310.34
2012,Qtr 3,July,8,North America,31232.995
2012,Qtr 3,July,9,Asia,8884.5
2012,Qtr 3,July,9,Europe,6689.001
2012,Qtr 3,July,9,North America,17467.667
2012,Qtr 3,July,10,Asia,269.9
2012,Qtr 3,July,10,Europe,13591.765
2012,Qtr 3,July,10,North America,24728.228
2012,Qtr 3,July,11,Asia,10293.9
2012,Qtr 3,July,11,Europe,14796.309
2012,Qtr 3,July,11,North America,22471.006
2012,Qtr 3,July,12,Asia,8580
2012,Qtr 3,July,12,Europe,8643.063
2012,Qtr 3,July,12,North America,37520.796
2012,Qtr 3,July,13,Asia,2626.65
2012,Qtr 3,July,13,Europe,27558.115
2012,Qtr 3,July,13,North America,24042.17
2012,Qtr 3,July,14,Asia,2757.5
2012,Qtr 3,July,14,Europe,32062.727
2012,Qtr 3,July,14,North America,27998.715
2012,Qtr 3,July,15,Asia,11780
2012,Qtr 3,July,15,Europe,15277.403
2012,Qtr 3,July,15,North America,64869.42
2012,Qtr 3,July,16,Asia,1266.6
2012,Qtr 3,July,16,Europe,2811.95
2012,Qtr 3,July,16,North America,27113.624
2012,Qtr 3,July,17,Asia,14024.85
2012,Qtr 3,July,17,Europe,9677.12
2012,Qtr 3,July,17,North America,18452.6
2012,Qtr 3,July,18,Asia,2589
2012,Qtr 3,July,18,Europe,5262.813
2012,Qtr 3,July,18,North America,63408.88
2012,Qtr 3,July,19,Asia,2692.5
2012,Qtr 3,July,19,Europe,5057.611
2012,Qtr 3,July,19,North America,4064.102
2012,Qtr 3,July,20,Asia,3980
2012,Qtr 3,July,20,Europe,2687.354
2012,Qtr 3,July,20,North America,39571.562
2012,Qtr 3,July,21,Asia,13419.75
2012,Qtr 3,July,21,Europe,3237.241
2012,Qtr 3,July,21,North America,31175.528
2012,Qtr 3,July,22,Asia,28310.5
2012,Qtr 3,July,22,Europe,25404.564
2012,Qtr 3,July,22,North America,38888.974
2012,Qtr 3,July,23,Asia,545
2012,Qtr 3,July,23,Europe,18453.611
2012,Qtr 3,July,23,North America,60915.09
2012,Qtr 3,July,24,Asia,4385
2012,Qtr 3,July,24,Europe,37447.187
2012,Qtr 3,July,24,North America,17857.2
2012,Qtr 3,July,25,Asia,2880
2012,Qtr 3,July,25,Europe,25324.3
2012,Qtr 3,July,25,North America,20511.768
2012,Qtr 3,July,26,Asia,7252.5
2012,Qtr 3,July,26,Europe,11513.4
2012,Qtr 3,July,26,North America,38891.144
2012,Qtr 3,July,27,Asia,488.05
2012,Qtr 3,July,27,Europe,36953.588
2012,Qtr 3,July,27,North America,16177.98
2012,Qtr 3,July,28,Asia,3290
2012,Qtr 3,July,28,Europe,2371.962
2012,Qtr 3,July,28,North America,41916.534
2012,Qtr 3,July,29,Europe,8322.12
2012,Qtr 3,July,29,North America,30269.693
2012,Qtr 3,July,30,Asia,5220
2012,Qtr 3,July,30,Europe,15061.574
2012,Qtr 3,July,30,North America,36369.153
2012,Qtr 3,July,31,Asia,8758
2012,Qtr 3,July,31,Europe,8757.845
2012,Qtr 3,July,31,North America,27167.983
2012,Qtr 3,August,1,Asia,3090
2012,Qtr 3,August,1,Europe,18854.025
2012,Qtr 3,August,1,North America,28824.424
2012,Qtr 3,August,2,Asia,12500
2012,Qtr 3,August,2,Europe,4393.582
2012,Qtr 3,August,2,North America,44879.36
2012,Qtr 3,August,3,Asia,1042.55
2012,Qtr 3,August,3,Europe,11585.555
2012,Qtr 3,August,3,North America,67941.6
2012,Qtr 3,August,4,Asia,16764.5
2012,Qtr 3,August,4,Europe,14979.524
2012,Qtr 3,August,4,North America,14693.464
2012,Qtr 3,August,5,Asia,6639.5
2012,Qtr 3,August,5,North America,50277.181
2012,Qtr 3,August,6,Asia,3805.9
2012,Qtr 3,August,6,Europe,15404.628
2012,Qtr 3,August,6,North America,10192.777
2012,Qtr 3,August,7,Asia,4375
2012,Qtr 3,August,7,Europe,1383.3
2012,Qtr 3,August,7,North America,59899.998
2012,Qtr 3,August,8,Asia,229.9
2012,Qtr 3,August,8,Europe,8988.884
2012,Qtr 3,August,8,North America,3150.934
2012,Qtr 3,August,9,Asia,18287.5
2012,Qtr 3,August,9,Europe,15371.662
2012,Qtr 3,August,9,North America,34423.1
2012,Qtr 3,August,10,Asia,1772.3
2012,Qtr 3,August,10,Europe,9013.844
2012,Qtr 3,August,10,North America,47237.293
2012,Qtr 3,August,11,Asia,14968.6
2012,Qtr 3,August,11,Europe,81.966
2012,Qtr 3,August,11,North America,13090.809
2012,Qtr 3,August,12,Asia,199.5
2012,Qtr 3,August,12,Europe,31828.94
2012,Qtr 3,August,12,North America,11142.009
2012,Qtr 3,August,13,Asia,1890
2012,Qtr 3,August,13,Europe,23961.12
2012,Qtr 3,August,13,North America,29458.426
2012,Qtr 3,August,14,Asia,3465
2012,Qtr 3,August,14,Europe,8494.32
2012,Qtr 3,August,14,North America,107768.169
2012,Qtr 3,August,15,Europe,17978.84
2012,Qtr 3,August,15,North America,39360.092
2012,Qtr 3,August,16,Asia,2890
2012,Qtr 3,August,16,Europe,6130.827
2012,Qtr 3,August,16,North America,23391.733
2012,Qtr 3,August,17,Asia,2680
2012,Qtr 3,August,17,Europe,6230.3
2012,Qtr 3,August,17,North America,44534.22
2012,Qtr 3,August,18,Asia,16140
2012,Qtr 3,August,18,Europe,45116.64
2012,Qtr 3,August,18,North America,40437.494
2012,Qtr 3,August,19,Asia,3236.9
2012,Qtr 3,August,19,Europe,21254.9
2012,Qtr 3,August,19,North America,32956.384
2012,Qtr 3,August,20,Asia,2494.85
2012,Qtr 3,August,20,Europe,86.28
2012,Qtr 3,August,20,North America,37399.084
2012,Qtr 3,August,21,Asia,14089.9
2012,Qtr 3,August,21,Europe,6675.75
2012,Qtr 3,August,21,North America,56577.013
2012,Qtr 3,August,22,Asia,18992.3
2012,Qtr 3,August,22,Europe,10717.002
2012,Qtr 3,August,22,North America,13642.633
2012,Qtr 3,August,23,Asia,680
2012,Qtr 3,August,23,Europe,8100.15
2012,Qtr 3,August,23,North America,40249.036
2012,Qtr 3,August,24,Asia,4560
2012,Qtr 3,August,24,Europe,9660.913
2012,Qtr 3,August,24,North America,16399.797
2012,Qtr 3,August,25,Asia,3875
2012,Qtr 3,August,25,Europe,8864.7
2012,Qtr 3,August,25,North America,36066.954
2012,Qtr 3,August,26,Asia,681
2012,Qtr 3,August,26,Europe,9249.2
2012,Qtr 3,August,26,North America,47008.948
2012,Qtr 3,August,27,Asia,2277.3
2012,Qtr 3,August,27,Europe,16294.731
2012,Qtr 3,August,27,North America,2653.6
2012,Qtr 3,August,28,Asia,16055
2012,Qtr 3,August,28,Europe,2759.5
2012,Qtr 3,August,28,North America,33102.702
2012,Qtr 3,August,29,Asia,5823.9
2012,Qtr 3,August,29,Europe,3345.384
2012,Qtr 3,August,29,North America,35828.015
2012,Qtr 3,August,30,Asia,14015
2012,Qtr 3,August,30,Europe,8789.661
2012,Qtr 3,August,30,North America,30119.115
2012,Qtr 3,August,31,Asia,2915
2012,Qtr 3,August,31,Europe,1696.5
2012,Qtr 3,August,31,North America,32653.964
2012,Qtr 3,September,1,Asia,4190
2012,Qtr 3,September,1,Europe,10827.741
2012,Qtr 3,September,1,North America,36124.271
2012,Qtr 3,September,2,Asia,104.8
2012,Qtr 3,September,2,Europe,22748.5
2012,Qtr 3,September,2,North America,49268.847
2012,Qtr 3,September,3,Asia,17849.5
2012,Qtr 3,September,3,Europe,13328.58
2012,Qtr 3,September,3,North America,40983.145
2012,Qtr 3,September,4,Asia,17950
2012,Qtr 3,September,4,Europe,19043.284
2012,Qtr 3,September,4,North America,41923.5
2012,Qtr 3,September,5,Asia,483.75
2012,Qtr 3,September,5,Europe,6618.6
2012,Qtr 3,September,5,North America,36609.55
2012,Qtr 3,September,6,Asia,544.85
2012,Qtr 3,September,6,Europe,3534.722
2012,Qtr 3,September,6,North America,18087.4
2012,Qtr 3,September,7,Asia,220
2012,Qtr 3,September,7,Europe,18440
2012,Qtr 3,September,7,North America,87475.2
2012,Qtr 3,September,8,Asia,4309.6
2012,Qtr 3,September,8,Europe,13905.84
2012,Qtr 3,September,8,North America,58345.75
2012,Qtr 3,September,9,Asia,2499
2012,Qtr 3,September,9,Europe,6604.804
2012,Qtr 3,September,9,North America,57587.6
2012,Qtr 3,September,10,Asia,10782.2
2012,Qtr 3,September,10,Europe,4638.962
2012,Qtr 3,September,10,North America,29095.3
2012,Qtr 3,September,11,Asia,15910
2012,Qtr 3,September,11,Europe,1995.958
2012,Qtr 3,September,11,North America,36106.1
2012,Qtr 3,September,12,Asia,20490
2012,Qtr 3,September,12,Europe,10052.784
2012,Qtr 3,September,12,North America,55019
2012,Qtr 3,September,13,Asia,19000
2012,Qtr 3,September,13,Europe,2023.2
2012,Qtr 3,September,13,North America,76883.2
2012,Qtr 3,September,14,Asia,5234.4
2012,Qtr 3,September,14,Europe,5142.806
2012,Qtr 3,September,14,North America,22107.95
2012,Qtr 3,September,15,Asia,18484.85
2012,Qtr 3,September,15,Europe,7251.83
2012,Qtr 3,September,15,North America,42850.85
2012,Qtr 3,September,16,Asia,3744.65
2012,Qtr 3,September,16,Europe,11475.2
2012,Qtr 3,September,16,North America,67622
2012,Qtr 3,September,17,Asia,849.95
2012,Qtr 3,September,17,Europe,26723.06
2012,Qtr 3,September,17,North America,40840.9
2012,Qtr 3,September,18,Asia,7635.1
2012,Qtr 3,September,18,Europe,3343.4
2012,Qtr 3,September,18,North America,51762.25
2012,Qtr 3,September,19,Asia,5299.75
2012,Qtr 3,September,19,Europe,2783.6
2012,Qtr 3,September,19,North America,43465
2012,Qtr 3,September,20,Asia,15177.95
2012,Qtr 3,September,20,Europe,37858.4
2012,Qtr 3,September,20,North America,30905.4
2012,Qtr 3,September,21,Asia,47.5
2012,Qtr 3,September,21,Europe,11816.094
2012,Qtr 3,September,21,North America,22548.9
2012,Qtr 3,September,22,Asia,57530
2012,Qtr 3,September,22,Europe,2599.884
2012,Qtr 3,September,22,North America,31616.2
2012,Qtr 3,September,23,Asia,1240
2012,Qtr 3,September,23,Europe,12878.2
2012,Qtr 3,September,23,North America,54385.15
2012,Qtr 3,September,24,Asia,16564.95
2012,Qtr 3,September,24,Europe,4257.25
2012,Qtr 3,September,24,North America,67539.95
2012,Qtr 3,September,25,Asia,11939.85
2012,Qtr 3,September,25,Europe,13990.88
2012,Qtr 3,September,25,North America,14730.4
2012,Qtr 3,September,26,Asia,279
2012,Qtr 3,September,26,Europe,9001.2
2012,Qtr 3,September,26,North America,29939.2
2012,Qtr 3,September,27,Asia,5660
2012,Qtr 3,September,27,Europe,6962.4
2012,Qtr 3,September,27,North America,25039.8
2012,Qtr 3,September,28,Asia,4283.3
2012,Qtr 3,September,28,Europe,16751.224
2012,Qtr 3,September,28,North America,61166.8
2012,Qtr 3,September,29,Asia,59.5
2012,Qtr 3,September,29,Europe,15137.4
2012,Qtr 3,September,29,North America,16933.75
2012,Qtr 3,September,30,Asia,2349.75
2012,Qtr 3,September,30,Europe,18658.8
2012,Qtr 3,September,30,North America,63186.25
2012,Qtr 4,October,1,Asia,5085
2012,Qtr 4,October,1,Europe,3235.78
2012,Qtr 4,October,1,North America,80889.55
2012,Qtr 4,October,2,Asia,37374.25
2012,Qtr 4,October,2,Europe,936.36
2012,Qtr 4,October,2,North America,30011.25
2012,Qtr 4,October,3,Asia,3899.9
2012,Qtr 4,October,3,Europe,37.962
2012,Qtr 4,October,3,North America,33852.45
2012,Qtr 4,October,4,Asia,3430
2012,Qtr 4,October,4,Europe,11466.21
2012,Qtr 4,October,4,North America,63962.12
2012,Qtr 4,October,5,Asia,14259.4
2012,Qtr 4,October,5,North America,31447.732
2012,Qtr 4,October,6,Asia,26008.316
2012,Qtr 4,October,6,Europe,5046.502
2012,Qtr 4,October,6,North America,10769.634
2012,Qtr 4,October,7,Europe,9602.22
2012,Qtr 4,October,7,North America,86335.198
2012,Qtr 4,October,8,Asia,5412.6075
2012,Qtr 4,October,8,Europe,8204.122
2012,Qtr 4,October,8,North America,22728.974
2012,Qtr 4,October,9,Asia,4812.6
2012,Qtr 4,October,9,North America,31339.36
2012,Qtr 4,October,10,Asia,17425.44
2012,Qtr 4,October,10,Europe,32195.61
2012,Qtr 4,October,10,North America,36112.976
2012,Qtr 4,October,11,Asia,1135.7925
2012,Qtr 4,October,11,Europe,4106.2
2012,Qtr 4,October,11,North America,41923.1
2012,Qtr 4,October,12,Asia,8370.85
2012,Qtr 4,October,12,Europe,191.8
2012,Qtr 4,October,12,North America,38918.83
2012,Qtr 4,October,13,Asia,21228.1585
2012,Qtr 4,October,13,Europe,12092.682
2012,Qtr 4,October,13,North America,21510.572
2012,Qtr 4,October,14,Asia,16695.897
2012,Qtr 4,October,14,Europe,871.594
2012,Qtr 4,October,14,North America,32634.756
2012,Qtr 4,October,15,Asia,45150.15
2012,Qtr 4,October,15,Europe,10969.694
2012,Qtr 4,October,15,North America,30060.788
2012,Qtr 4,October,16,Asia,22284.65
2012,Qtr 4,October,16,Europe,11775.66
2012,Qtr 4,October,16,North America,27567.092
2012,Qtr 4,October,17,Asia,39345.74
2012,Qtr 4,October,17,Europe,13925.49
2012,Qtr 4,October,17,North America,11312.676
2012,Qtr 4,October,18,Asia,3937.935
2012,Qtr 4,October,18,Europe,9204.238
2012,Qtr 4,October,18,North America,35735.938
2012,Qtr 4,October,19,Asia,75684.3945
2012,Qtr 4,October,19,Europe,7807.3
2012,Qtr 4,October,19,North America,48773.844
2012,Qtr 4,October,20,Asia,6435.635
2012,Qtr 4,October,20,Europe,14977.888
2012,Qtr 4,October,20,North America,33695
2012,Qtr 4,October,21,Europe,10193
2012,Qtr 4,October,21,North America,74593.354
2012,Qtr 4,October,22,Asia,13613.08
2012,Qtr 4,October,22,Europe,12508.796
2012,Qtr 4,October,22,North America,23581.11
2012,Qtr 4,October,23,Asia,3805.843
2012,Qtr 4,October,23,Europe,25134.946
2012,Qtr 4,October,23,North America,57669.886
2012,Qtr 4,October,24,Asia,26521.28
2012,Qtr 4,October,24,Europe,2890.694
2012,Qtr 4,October,24,North America,79382.182
2012,Qtr 4,October,25,Asia,23173
2012,Qtr 4,October,25,Europe,20790
2012,Qtr 4,October,25,North America,45307.336
2012,Qtr 4,October,26,Asia,8594
2012,Qtr 4,October,26,Europe,6329.2
2012,Qtr 4,October,26,North America,10538.54
2012,Qtr 4,October,27,Asia,23925
2012,Qtr 4,October,27,Europe,4960.8
2012,Qtr 4,October,27,North America,33525.728
2012,Qtr 4,October,28,Asia,9918.0335
2012,Qtr 4,October,28,Europe,1434.462
2012,Qtr 4,October,28,North America,59238.76
2012,Qtr 4,October,29,Asia,5383.745
2012,Qtr 4,October,29,Europe,526.81
2012,Qtr 4,October,29,North America,50469.964
2012,Qtr 4,October,30,Asia,15869.45
2012,Qtr 4,October,30,Europe,27207.754
2012,Qtr 4,October,30,North America,57137.59
2012,Qtr 4,October,31,Asia,3244.803
2012,Qtr 4,October,31,Europe,1762.088
2012,Qtr 4,October,31,North America,26218.474
2012,Qtr 4,November,1,Asia,1229.05
2012,Qtr 4,November,1,Europe,8457.24
2012,Qtr 4,November,1,North America,18165.346
2012,Qtr 4,November,2,Asia,21586.76
2012,Qtr 4,November,2,Europe,3522.566
2012,Qtr 4,November,2,North America,22774.02
2012,Qtr 4,November,3,Asia,10131.77
2012,Qtr 4,November,3,Europe,3646.5
2012,Qtr 4,November,3,North America,27618.856
2012,Qtr 4,November,4,Asia,3502.0945
2012,Qtr 4,November,4,Europe,29043.69
2012,Qtr 4,November,4,North America,48613.74
2012,Qtr 4,November,5,Asia,11224.05
2012,Qtr 4,November,5,Europe,25132.514
2012,Qtr 4,November,5,North America,17323.942
2012,Qtr 4,November,6,Asia,18967.876
2012,Qtr 4,November,6,Europe,13218.744
2012,Qtr 4,November,6,North America,43913.5
2012,Qtr 4,November,7,Asia,5515.791
2012,Qtr 4,November,7,Europe,15560.64
2012,Qtr 4,November,7,North America,59639.58
2012,Qtr 4,November,8,Asia,6075.083
2012,Qtr 4,November,8,Europe,18442.78
2012,Qtr 4,November,8,North America,63173.1
2012,Qtr 4,November,9,Asia,5982.1045
2012,Qtr 4,November,9,Europe,17161.8
2012,Qtr 4,November,9,North America,27721.304
2012,Qtr 4,November,10,Europe,19786.362
2012,Qtr 4,November,10,North America,44099.03
2012,Qtr 4,November,11,Europe,5260.13
2012,Qtr 4,November,11,North America,58009.172
2012,Qtr 4,November,12,Asia,7557.35
2012,Qtr 4,November,12,Europe,6061.712
2012,Qtr 4,November,12,North America,20220.032
2012,Qtr 4,November,13,Asia,31186.829
2012,Qtr 4,November,13,Europe,3067.168
2012,Qtr 4,November,13,North America,29441.038
2012,Qtr 4,November,14,Asia,12550
2012,Qtr 4,November,14,Europe,21867.68
2012,Qtr 4,November,14,North America,21125.996
2012,Qtr 4,November,15,Asia,40054.096
2012,Qtr 4,November,15,Europe,9089.06
2012,Qtr 4,November,15,North America,36859.076
2012,Qtr 4,November,16,Asia,27997.745
2012,Qtr 4,November,16,Europe,19006
2012,Qtr 4,November,16,North America,29798.844
2012,Qtr 4,November,17,Asia,17223.295
2012,Qtr 4,November,17,Europe,18825.858
2012,Qtr 4,November,17,North America,38239.48
2012,Qtr 4,November,18,Asia,2441.56
2012,Qtr 4,November,18,Europe,29355.964
2012,Qtr 4,November,18,North America,18472.232
2012,Qtr 4,November,19,Asia,6869.95
2012,Qtr 4,November,19,Europe,2356.8
2012,Qtr 4,November,19,North America,9086.468
2012,Qtr 4,November,20,Asia,3765.05
2012,Qtr 4,November,20,Europe,11036.81
2012,Qtr 4,November,20,North America,66286.586
2012,Qtr 4,November,21,Asia,9259.25
2012,Qtr 4,November,21,Europe,34319.272
2012,Qtr 4,November,21,North America,17473.084
2012,Qtr 4,November,22,Asia,13031.473
2012,Qtr 4,November,22,Europe,2442
2012,Qtr 4,November,22,North America,55426.2
2012,Qtr 4,November,23,Asia,6526.8025
2012,Qtr 4,November,23,Europe,12435.87
2012,Qtr 4,November,23,North America,40434.812
2012,Qtr 4,November,24,Asia,10703.23
2012,Qtr 4,November,24,Europe,9179.802
2012,Qtr 4,November,24,North America,48686.04
2012,Qtr 4,November,25,Asia,12024.3
2012,Qtr 4,November,25,Europe,12153.6
2012,Qtr 4,November,25,North America,116194.846
2012,Qtr 4,November,26,Asia,26680.842
2012,Qtr 4,November,26,Europe,1184.808
2012,Qtr 4,November,26,North America,43409.63
2012,Qtr 4,November,27,Asia,52133.9
2012,Qtr 4,November,27,Europe,4048.64
2012,Qtr 4,November,27,North America,76043.582
2012,Qtr 4,November,28,Asia,18070.689
2012,Qtr 4,November,28,Europe,10519.8
2012,Qtr 4,November,28,North America,32185.618
2012,Qtr 4,November,29,Asia,2937.75
2012,Qtr 4,November,29,Europe,3132.4
2012,Qtr 4,November,29,North America,46181.48
2012,Qtr 4,November,30,Asia,25745.45
2012,Qtr 4,November,30,Europe,21592.126
2012,Qtr 4,November,30,North America,15804.89
2012,Qtr 4,December,1,Asia,16459.5365
2012,Qtr 4,December,1,Europe,9050
2012,Qtr 4,December,1,North America,51292.284
2012,Qtr 4,December,2,Asia,27952.83
2012,Qtr 4,December,2,Europe,4884.252
2012,Qtr 4,December,2,North America,16326.154
2012,Qtr 4,December,3,Europe,4332
2012,Qtr 4,December,3,North America,33042.284
2012,Qtr 4,December,4,Asia,10146.675
2012,Qtr 4,December,4,Europe,21291.32
2012,Qtr 4,December,4,North America,43450.1
2012,Qtr 4,December,5,Asia,3650.426
2012,Qtr 4,December,5,Europe,6280.6
2012,Qtr 4,December,5,North America,29768.2855
2012,Qtr 4,December,6,Asia,20001.2545
2012,Qtr 4,December,6,Europe,4579.12
2012,Qtr 4,December,6,North America,18312.055
2012,Qtr 4,December,7,Asia,31219.815
2012,Qtr 4,December,7,Europe,5014.4
2012,Qtr 4,December,7,North America,17975.98
2012,Qtr 4,December,8,Asia,23967
2012,Qtr 4,December,8,Europe,3611
2012,Qtr 4,December,8,North America,22486.1115
2012,Qtr 4,December,9,Asia,9610.2
2012,Qtr 4,December,9,Europe,13514.8
2012,Qtr 4,December,9,North America,30927.95
2012,Qtr 4,December,10,Asia,34957
2012,Qtr 4,December,10,Europe,23417.22
2012,Qtr 4,December,10,North America,44072.122
2012,Qtr 4,December,11,Asia,6284.6
2012,Qtr 4,December,11,Europe,1032
2012,Qtr 4,December,11,North America,13172.4025
2012,Qtr 4,December,12,Asia,252.73
2012,Qtr 4,December,12,Europe,2640.254
2012,Qtr 4,December,12,North America,27415.3525
2012,Qtr 4,December,13,Asia,12616.1995
2012,Qtr 4,December,13,Europe,17286.364
2012,Qtr 4,December,13,North America,1479.5335
2012,Qtr 4,December,14,Asia,13095.6945
2012,Qtr 4,December,14,Europe,3477.778
2012,Qtr 4,December,14,North America,39606.099
2012,Qtr 4,December,15,Asia,9793.249
2012,Qtr 4,December,15,Europe,10429.036
2012,Qtr 4,December,15,North America,3468.52
2012,Qtr 4,December,16,Asia,4896.82
2012,Qtr 4,December,16,Europe,4157.23
2012,Qtr 4,December,16,North America,16410.262
2012,Qtr 4,December,17,Asia,5951.023
2012,Qtr 4,December,17,Europe,4591.8
2012,Qtr 4,December,17,North America,42493.8055
2012,Qtr 4,December,18,Europe,7719.782
2012,Qtr 4,December,18,North America,21956.4235
2012,Qtr 4,December,19,Asia,4769
2012,Qtr 4,December,19,Europe,31799.4
2012,Qtr 4,December,19,North America,9173.2015
2012,Qtr 4,December,20,Asia,24918.5
2012,Qtr 4,December,20,Europe,5994.396
2012,Qtr 4,December,20,North America,18244.0275
2012,Qtr 4,December,21,Asia,11251
2012,Qtr 4,December,21,Europe,9370.32
2012,Qtr 4,December,21,North America,26612.605
2012,Qtr 4,December,22,Asia,16731.565
2012,Qtr 4,December,22,Europe,17932.406
2012,Qtr 4,December,22,North America,17986.45
2012,Qtr 4,December,23,Asia,12173.6235
2012,Qtr 4,December,23,Europe,17014.728
2012,Qtr 4,December,23,North America,44861.857
2012,Qtr 4,December,24,Asia,18038.665
2012,Qtr 4,December,24,Europe,9621.928
2012,Qtr 4,December,24,North America,17031.1
2012,Qtr 4,December,25,Asia,12688.123
2012,Qtr 4,December,25,Europe,1479.052
2012,Qtr 4,December,25,North America,15947.6315
2012,Qtr 4,December,26,Asia,18378.0015
2012,Qtr 4,December,26,Europe,11797.488
2012,Qtr 4,December,26,North America,14651.536
2012,Qtr 4,December,27,Asia,5207
2012,Qtr 4,December,27,Europe,10902.7
2012,Qtr 4,December,27,North America,7868.775
2012,Qtr 4,December,28,Europe,16704.3
2012,Qtr 4,December,28,North America,31460.9155
2012,Qtr 4,December,29,Asia,18441.996
2012,Qtr 4,December,29,Europe,10567.928
2012,Qtr 4,December,29,North America,5609.9015
2012,Qtr 4,December,30,Asia,17108.913
2012,Qtr 4,December,30,North America,30841.2925
2012,Qtr 4,December,31,Asia,641.0865
2012,Qtr 4,December,31,Europe,2294
2012,Qtr 4,December,31,North America,17701.825
2013,Qtr 1,January,1,Europe,14291.524
2013,Qtr 1,January,1,North America,21325.7295
2013,Qtr 1,January,2,Asia,6509.876
2013,Qtr 1,January,2,Europe,6199.33
2013,Qtr 1,January,2,North America,39833.7535
2013,Qtr 1,January,3,Asia,8598.85
2013,Qtr 1,January,3,North America,23043.4865
2013,Qtr 1,January,4,Asia,27582.4
2013,Qtr 1,January,4,Europe,6397.03
2013,Qtr 1,January,4,North America,27690.784
2013,Qtr 1,January,5,Asia,742.28
2013,Qtr 1,January,5,Europe,9221.598
2013,Qtr 1,January,5,North America,18715.41
2013,Qtr 1,January,6,Asia,2227.4
2013,Qtr 1,January,6,Europe,30693.0669
2013,Qtr 1,January,6,North America,29404.8605
2013,Qtr 1,January,7,Europe,13172.2415
2013,Qtr 1,January,7,North America,46475.3225
2013,Qtr 1,January,8,Asia,151.116
2013,Qtr 1,January,8,Europe,13167.3714
2013,Qtr 1,January,8,North America,5805.549
2013,Qtr 1,January,9,Asia,9828.84
2013,Qtr 1,January,9,Europe,40140.661
2013,Qtr 1,January,9,North America,3992.962
2013,Qtr 1,January,10,Asia,2579.14
2013,Qtr 1,January,10,Europe,27729.1184
2013,Qtr 1,January,10,North America,11797.936
2013,Qtr 1,January,11,Asia,45418.514
2013,Qtr 1,January,11,Europe,9740.5796
2013,Qtr 1,January,11,North America,30856.172
2013,Qtr 1,January,12,Asia,10060.672
2013,Qtr 1,January,12,Europe,11016.0968
2013,Qtr 1,January,12,North America,37755.476
2013,Qtr 1,January,13,Asia,668.892
2013,Qtr 1,January,13,Europe,3228
2013,Qtr 1,January,13,North America,17382.52
2013,Qtr 1,January,14,Asia,7431.248
2013,Qtr 1,January,14,Europe,28092.6128
2013,Qtr 1,January,14,North America,29485.557
2013,Qtr 1,January,15,Asia,2451.8
2013,Qtr 1,January,15,Europe,3615.1857
2013,Qtr 1,January,15,North America,3191.5205
2013,Qtr 1,January,16,Asia,3660.63
2013,Qtr 1,January,16,Europe,930.3014
2013,Qtr 1,January,16,North America,13802.6685
2013,Qtr 1,January,17,Asia,12050.54
2013,Qtr 1,January,17,Europe,15579.2066
2013,Qtr 1,January,17,North America,36864.1575
2013,Qtr 1,January,18,Asia,4555.2
2013,Qtr 1,January,18,Europe,34585.379
2013,Qtr 1,January,18,North America,65411.242
2013,Qtr 1,January,19,Asia,8798.14
2013,Qtr 1,January,19,North America,27768.21
2013,Qtr 1,January,20,Asia,13651.2
2013,Qtr 1,January,20,Europe,59787.044
2013,Qtr 1,January,20,North America,7095.01
2013,Qtr 1,January,21,Asia,87.912
2013,Qtr 1,January,21,Europe,18998.4
2013,Qtr 1,January,21,North America,37390.9
2013,Qtr 1,January,22,Asia,6373.4
2013,Qtr 1,January,22,Europe,11476.46
2013,Qtr 1,January,22,North America,36114.447
2013,Qtr 1,January,23,Asia,5819.24
2013,Qtr 1,January,23,North America,39503.5825
2013,Qtr 1,January,24,Asia,5852.686
2013,Qtr 1,January,24,Europe,8441.9245
2013,Qtr 1,January,24,North America,47667.22
2013,Qtr 1,January,25,Asia,2408
2013,Qtr 1,January,25,Europe,2933.2621
2013,Qtr 1,January,25,North America,14933.135
2013,Qtr 1,January,26,Asia,10641.68
2013,Qtr 1,January,26,Europe,818.34
2013,Qtr 1,January,26,North America,14638.9965
2013,Qtr 1,January,27,North America,21385.072
2013,Qtr 1,January,28,Asia,25473.4
2013,Qtr 1,January,28,Europe,16994.5527
2013,Qtr 1,January,28,North America,18989.762
2013,Qtr 1,January,29,Asia,3053.95
2013,Qtr 1,January,29,Europe,23922.618
2013,Qtr 1,January,29,North America,18977.0795
2013,Qtr 1,January,30,Asia,10081.96
2013,Qtr 1,January,30,Europe,30009.577
2013,Qtr 1,January,30,North America,19025.26
2013,Qtr 1,January,31,Asia,26016.2
2013,Qtr 1,January,31,Europe,7402.1138
2013,Qtr 1,January,31,North America,30068.5125
2013,Qtr 1,February,1,Asia,11359.098
2013,Qtr 1,February,1,Europe,17342.807
2013,Qtr 1,February,1,North America,2345.0745
2013,Qtr 1,February,2,Asia,20481.974
2013,Qtr 1,February,2,Europe,5654.254
2013,Qtr 1,February,2,North America,10005.37
2013,Qtr 1,February,3,Asia,2797.318
2013,Qtr 1,February,3,Europe,6534.6488
2013,Qtr 1,February,3,North America,3457.9045
2013,Qtr 1,February,4,Asia,11347.23
2013,Qtr 1,February,4,Europe,28621.381
2013,Qtr 1,February,4,North America,19466.305
2013,Qtr 1,February,5,Asia,2377.918
2013,Qtr 1,February,5,Europe,11896.51
